"","koi_disposition","koi_period","koi_period_err1","koi_period_err2","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_teq","koi_insol","koi_insol_err1","koi_insol_err2","koi_model_snr","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_srad","koi_srad_err1","koi_srad_err2","ra","dec","koi_kepmag"
"752","CONFIRMED",7.01733571,5.169e-05,-5.169e-05,133.90592,0.00577,-0.00577,0.581,0.021,-0.475,3.567,0.18,-0.18,255.5,18.2,-18.2,1.61,0.5,-0.2,984,221.46,204.04,-73.17,15.5,6052,163,-199,4.456,0.07,-0.21,0.967,0.304,-0.121,284.84662,49.692402,15.28
"759","CONFIRMED",148.272013,0.0008254,-0.0008254,138.00557,0.00469,-0.00469,0.883,0.069,-0.612,4.192,0.174,-0.174,1707.4,84.9,-84.9,4.3,1.12,-0.38,321,2.51,1.93,-0.66,21.8,5717,156,-173,4.538,0.044,-0.187,0.884,0.23,-0.077,294.10818,44.770699,15.773
"766","CONFIRMED",321.2124365,0.0004036,-0.0004036,206.930556,0.000994,-0.000994,0.873,0.035,-0.581,4.012,0.165,-0.165,2358.6,33.2,-33.2,7.25,1.16,-1.17,310,2.17,1,-0.76,81.7,6018,120,-120,4.257,0.137,-0.112,1.286,0.207,-0.207,288.32043,42.261414,13.709
"780","CONFIRMED",15.19423359,8.343e-05,-8.343e-05,142.73422,0.00458,-0.00458,0.906,0.054,-0.611,3.106,0.125,-0.125,367.8,22.5,-22.5,3.69,0.57,-0.85,893,150.25,61.93,-66.07,18.1,5588,83,-75,4.047,0.203,-0.087,1.593,0.245,-0.368,287.1749,44.878571,15.12
"803","CONFIRMED",268.9410974,0.0004975,-0.0004975,360.070904,0.000951,-0.000951,0.765,0.02,-0.035,5.4434,0.0914,-0.0914,9010.2,87.4,-87.4,13.57,2.3,-2.31,321,2.52,1.12,-0.87,120.4,5798,78,-78,4.224,0.156,-0.104,1.306,0.222,-0.222,289.88962,45.005669,14.814
"807","CONFIRMED",6.80082032,2.28e-05,-2.28e-05,359.17999,0.00243,-0.00243,0.597,0.086,-0.448,1.9883,0.0915,-0.0915,699.9,33,-33,1.88,0.23,-0.12,697,55.83,24.87,-13.68,25.5,4805,172,-172,4.633,0.027,-0.063,0.688,0.083,-0.045,294.50842,39.398682,15.238
"821","FALSE POSITIVE",2.48658617,2.396e-06,-2.396e-06,134.110364,0.000781,-0.000781,0.079,0.192,-0.079,2.7189,0.0394,-0.0394,42122,549,-549,24.39,7.64,-3.28,1461,1077.69,1009.67,-378.33,91.6,5892,174,-208,4.35,0.087,-0.203,1.198,0.375,-0.161,289.80521,46.491711,15.418
"825","CONFIRMED",162.0479502,0.0001153,-0.0001153,278.880573,0.000508,-0.000508,0.663,0.015,-0.021,9.8974,0.046,-0.046,4840.5,15.1,-15.1,11.52,2.07,-2.06,437,8.65,3.96,-3.12,370.2,6309,75,-82,4.16,0.148,-0.121,1.567,0.281,-0.281,294.2655,44.7943,13.632
"838","CONFIRMED",1.694740233,1.278e-06,-1.278e-06,355.357543,0.000547,-0.000547,0.671,0.001,-0.534,1.6864,0.0323,-0.0323,1446.8,18,-18,2.12,0.14,-0.15,797,95.14,21.52,-20.22,92.3,3764,75,-83,4.739,0.033,-0.033,0.527,0.034,-0.038,283.55554,45.614262,15.804
"846","CONFIRMED",22.79020351,6.878e-05,-6.878e-05,138.68515,0.00257,-0.00257,0.036,0.415,-0.036,5.0394,0.079,-0.079,617.9,13.9,-13.9,2.57,0.36,-0.36,634,38.27,14.48,-11.44,47.7,5478,82,-74,4.354,0.132,-0.096,1.053,0.147,-0.147,285.0361,45.07106,14.766
"847","CONFIRMED",13.26079792,9.795e-05,-9.795e-05,139.0988,0.00554,-0.00554,0.22,0.25,-0.22,3.912,0.169,-0.169,199.4,12.4,-12.4,1.47,0.2,-0.21,760,78.79,29.8,-23.55,17.6,5478,82,-74,4.354,0.132,-0.096,1.053,0.147,-0.147,285.0361,45.07106,14.766
"853","FALSE POSITIVE",4.45814897,2.897e-05,-2.897e-05,134.39743,0.00472,-0.00472,0.754,0.223,-0.548,2.867,0.152,-0.152,188.1,14.5,-14.5,1.61,0.52,-0.22,1212,511.6,502.96,-182.45,14.3,6100,193,-214,4.376,0.105,-0.195,1.083,0.35,-0.15,296.35867,39.115189,14.82
"855","CONFIRMED",6.230335,1.007e-05,-1.007e-05,181.29566,0.00134,-0.00134,0.808,0.092,-0.595,1.6493,0.0514,-0.0514,1449.2,47.2,-47.2,3.7,0.74,-0.31,875,138.33,87.09,-37.97,31.6,5477,172,-191,4.557,0.027,-0.153,0.865,0.173,-0.074,284.20966,45.25808,15.977
"859","CONFIRMED",6.247030799,8.926e-06,-8.926e-06,356.90972,0.00103,-0.00103,0.039,0.355,-0.039,1.4848,0.0365,-0.0365,1496.6,38.5,-38.5,1.89,0.15,-0.19,512,16.23,4.25,-4.11,44.8,3821,76,-84,4.764,0.048,-0.036,0.487,0.039,-0.047,299.6777,45.972328,15.369
"874","CONFIRMED",42.0370662,0.0004278,-0.0004278,178.25006,0.00748,-0.00748,0.672,0.002,-0.517,6.282,0.22,-0.22,266.8,18.3,-18.3,1.66,0.45,-0.24,527,18.16,14.52,-6.42,14.7,5823,157,-174,4.427,0.101,-0.188,0.96,0.261,-0.14,292.27612,39.550179,14.609
"875","FALSE POSITIVE",21.0112068,0.0002907,-0.0002907,132.6336,0.0115,-0.0115,0.853,0.016,-0.598,4.507,0.319,-0.319,163.6,17,-17,1.4,0.38,-0.2,663,45.79,36.61,-16.2,10.2,5823,157,-174,4.427,0.101,-0.188,0.96,0.261,-0.14,292.27612,39.550179,14.609
"877","CONFIRMED",5.82348911,1.333e-05,-1.333e-05,354.99602,0.0016,-0.0016,0.877,0.05,-0.621,2.2441,0.0524,-0.0524,888.7,26.5,-26.5,3,0.87,-0.28,955,196.33,170.06,-55.9,38.1,5774,172,-189,4.526,0.048,-0.192,0.864,0.249,-0.083,285.96786,45.739071,15.898
"878","CONFIRMED",8.75059775,3.362e-05,-3.362e-05,358.24233,0.00278,-0.00278,0.33,0.117,-0.33,2.8288,0.0852,-0.0852,881.9,35.4,-35.4,2.27,0.23,-0.13,682,51,20.05,-11.97,28.3,4942,177,-177,4.599,0.02,-0.075,0.779,0.078,-0.046,295.76083,45.45739,15.92
"892","CONFIRMED",49.4781446,0.0002006,-0.0002006,141.82465,0.0033,-0.0033,0.048,0.41,-0.048,2.493,0.102,-0.102,496.6,28,-28,1.88,0.52,-0.17,462,10.73,8.53,-2.82,20.4,5776,138,-155,4.554,0.035,-0.196,0.849,0.236,-0.079,286.96683,44.992489,14.427
"904","CONFIRMED",14.53410833,5.022e-05,-5.022e-05,145.42643,0.00257,-0.00257,0.766,0.166,-0.524,3.3094,0.0799,-0.0799,510.6,17.5,-17.5,1.36,0.07,-0.09,420,7.34,1.33,-1.54,32.5,3957,71,-87,4.693,0.042,-0.018,0.553,0.027,-0.039,290.29456,45.56461,14.688
"940","FALSE POSITIVE",13.73808249,2.002e-05,-2.002e-05,134.43787,0.0012,-0.0012,0.957,0.008,-0.025,3.354,0.116,-0.116,660.7,14,-14,3.84,1.09,-0.73,912,163.52,136.36,-69.46,68.4,6375,171,-209,4.292,0.149,-0.182,1.178,0.335,-0.223,298.18362,42.01313,13.805
"962","FALSE POSITIVE",2.380862632,1.16e-07,-1.16e-07,135.3252117,4.05e-05,-4.05e-05,0.664,0.001,-0.001,4.20416,0.0033,-0.0033,32634,15.7,-15.7,21.65,6.01,-4.35,1480,1133,924.29,-493.38,2590.6,5821,158,-176,4.297,0.19,-0.19,1.129,0.313,-0.227,289.79077,48.448139,13.802
"966","CONFIRMED",3.014330766,5.5e-06,-5.5e-06,357.37948,0.00125,-0.00125,0.01,0.425,-0.01,2.4747,0.0414,-0.0414,975.3,19.7,-19.7,2.87,0.6,-0.35,1124,377.79,254.9,-125.22,57.3,5209,183,-183,4.446,0.092,-0.138,0.953,0.198,-0.116,298.45953,42.187431,15.673
"967","CONFIRMED",5.644914154,8.778e-06,-8.778e-06,356.73699,0.0011,-0.0011,0.445,0.037,-0.445,2.2599,0.0433,-0.0433,1397.9,24.4,-24.4,2.66,0.25,-0.18,744,72.38,27.67,-18.17,63.9,4769,172,-172,4.622,0.024,-0.06,0.714,0.068,-0.049,295.8255,42.94339,15.505
"970","CONFIRMED",13.35151248,1.616e-05,-1.616e-05,363.086742,0.000833,-0.000833,0.573,0.026,-0.426,3.6045,0.0464,-0.0464,3308.8,35.6,-35.6,4.44,0.37,-0.4,585,27.77,9.65,-7.9,107.9,4843,173,-173,4.562,0.054,-0.041,0.754,0.062,-0.068,290.1127,48.577782,15.825
"984","CONFIRMED",8.74292005,3.311e-05,-3.311e-05,358.59286,0.00266,-0.00266,0.025,0.416,-0.025,2.6277,0.0846,-0.0846,779.5,28.2,-28.2,1.92,0.18,-0.13,643,40.33,15.41,-10.13,30.7,4769,172,-172,4.622,0.024,-0.06,0.714,0.068,-0.049,295.8255,42.94339,15.505
"985","CONFIRMED",3.64830183,1.621e-05,-1.621e-05,355.39128,0.00307,-0.00307,0.063,0.396,-0.062,1.9985,0.0929,-0.0929,371.7,21,-21,1.33,0.12,-0.09,860,129.44,49.47,-32.5,19.9,4769,172,-172,4.622,0.024,-0.06,0.714,0.068,-0.049,295.8255,42.94339,15.505
"986","CONFIRMED",2.345863002,9.55e-06,-9.55e-06,354.11185,0.00264,-0.00264,0.035,0.438,-0.035,1.6795,0.0886,-0.0886,316.7,18.4,-18.4,1.23,0.11,-0.09,997,233.38,89.19,-58.6,19.6,4769,172,-172,4.622,0.024,-0.06,0.714,0.068,-0.049,295.8255,42.94339,15.505
"987","CONFIRMED",37.1011418,0.0001187,-0.0001187,370.4803,0.00202,-0.00202,0.41,0.473,-0.225,5.5556,0.0788,-0.0788,1357.5,27.4,-27.4,3.19,0.88,-0.35,532,18.95,15.73,-6,55.2,5986,179,-215,4.527,0.06,-0.192,0.85,0.234,-0.094,291.02069,42.46244,15.229
"988","FALSE POSITIVE",104.8205868,0.0002329,-0.0002329,374.83154,0.0015,-0.0015,0.918,0.006,-0.01,4.4794,0.0878,-0.0878,3920.1,75.6,-75.6,6.45,1.78,-0.71,376,4.74,3.94,-1.5,76.6,5986,179,-215,4.527,0.06,-0.192,0.85,0.234,-0.094,291.02069,42.46244,15.229
"1003","CONFIRMED",34.2966363,0.0002287,-0.0002287,143.66728,0.00505,-0.00505,0.711,0.034,-0.513,19.718,0.267,-0.267,696.6,11.9,-11.9,3.29,0.52,-0.57,584,27.6,11.53,-9.73,66.7,5490,82,-74,4.263,0.174,-0.116,1.167,0.182,-0.202,294.23007,48.204479,14.965
"1005","CONFIRMED",9.97716876,8.015e-05,-8.015e-05,137.2361,0.00549,-0.00549,0.002,0.448,-0.002,5.908,0.22,-0.22,252.9,12.7,-12.7,2.53,0.4,-0.65,1028,263.89,111.06,-125.08,21.8,5557,83,-72,4.037,0.21,-0.09,1.616,0.254,-0.413,297.79691,39.921371,14.943
"1010","CONFIRMED",105.0145774,0.0004852,-0.0004852,228.94455,0.0037,-0.0037,0.954,0.046,-0.675,7.426,0.317,-0.317,296,9.8,-9.8,2.29,0.32,-0.28,406,6.44,2.52,-1.88,33.9,5868,105,-117,4.363,0.115,-0.103,1.042,0.144,-0.129,294.27728,46.675282,12.9
"1015","CONFIRMED",16.00460392,5.995e-05,-5.995e-05,140.47981,0.00301,-0.00301,0.49,0.04,-0.424,3.9475,0.0887,-0.0887,831.9,28.2,-28.2,2.24,0.32,-0.16,583,27.41,12.98,-6.54,34.3,5180,155,-155,4.597,0.026,-0.097,0.769,0.111,-0.056,288.23666,46.605919,15.554
"1029","CONFIRMED",59.6585348,0.0005578,-0.0005578,168.08764,0.00603,-0.00603,0.956,0.003,-0.675,5.514,0.353,-0.353,1043.8,55.8,-55.8,3.59,0.3,-0.17,393,5.66,1.41,-0.81,21.2,5243,84,-73,4.547,0.028,-0.077,0.831,0.069,-0.04,293.64417,46.989761,15.742
"1035","CONFIRMED",8.19596647,3.998e-05,-3.998e-05,136.68736,0.00427,-0.00427,0.252,0.198,-0.252,2.824,0.13,-0.13,792.8,45.9,-45.9,2.04,0.13,-0.19,672,48.2,14.22,-13.82,20.2,4723,167,-167,4.557,0.063,-0.032,0.747,0.046,-0.069,295.45715,50.077171,15.858
"1054","FALSE POSITIVE",12.7319385,2.414e-05,-2.414e-05,138.73144,0.00163,-0.00163,1.278,6.742,-0.072,4.4157,0.0893,-0.0893,11449,196,-196,70.11,24.86,-10.64,1145,405.75,424.97,-156.02,69.9,7238,201,-277,4.221,0.09,-0.21,1.568,0.556,-0.238,295.21661,50.084332,12.087
"1057","FALSE POSITIVE",2.42150341,1.597e-05,-1.597e-05,133.83517,0.005,-0.005,0.55,0.402,-0.336,2.965,0.167,-0.167,171.5,12.6,-12.6,1.62,0.47,-0.19,1532,1305.04,1132.86,-447.17,15.8,6213,173,-259,4.387,0.06,-0.192,1.195,0.351,-0.14,285.0571,46.320679,15.776
"1059","FALSE POSITIVE",6.20920207,4.79e-05,-4.79e-05,136.87938,0.00711,-0.00711,0.272,0.189,-0.272,2.637,0.17,-0.17,101.9,9.2,-9.2,0.89,0.19,-0.13,914,164.98,110.29,-58.3,12.1,5440,162,-162,4.438,0.144,-0.192,0.885,0.193,-0.129,297.72427,43.527431,14.48
"1062","CONFIRMED",3.20539622,1.401e-05,-1.401e-05,354.63069,0.00332,-0.00332,0.512,0.004,-0.477,2.143,0.0947,-0.0947,453.6,24.7,-24.7,1.7,0.11,-0.08,1000,236.11,53.42,-39.21,20.6,5103,101,-101,4.562,0.032,-0.048,0.787,0.051,-0.039,299.22433,40.343182,15.812
"1064","FALSE POSITIVE",165.739861,0.0001766,-0.0001766,214.039466,0.000844,-0.000844,0.263,0.056,-0.114,24.9393,0.0747,-0.0747,7343.4,15.8,-15.8,57.54,3.59,-10.03,692,54.1,9.47,-20.16,527.8,5019,51,-103,2.99,0.018,-0.016,6.836,0.426,-1.192,298.94815,41.812149,12.263
"1068","CONFIRMED",20.6654374,0.0001785,-0.0001785,132.01229,0.00651,-0.00651,0.05,0.417,-0.05,3.172,0.21,-0.21,100.4,8.4,-8.4,0.66,0.03,-0.04,487,13.35,2.41,-2.34,13.6,4830,96,-96,4.605,0.042,-0.021,0.676,0.03,-0.037,294.99023,39.346378,11.759
"1070","CONFIRMED",69.8347983,0.0003061,-0.0003061,168.78436,0.00372,-0.00372,0.672,0.233,-0.417,8.262,0.108,-0.108,266.6,6.6,-6.6,3.51,0.92,-0.76,765,80.97,63.22,-38.95,46.8,7732,214,-322,4.075,0.135,-0.165,2.022,0.533,-0.436,293.54889,42.888859,12.02
"1072","CONFIRMED",2.59488443,1.062e-05,-1.062e-05,132.75658,0.00365,-0.00365,0.885,0.08,-0.638,1.684,0.112,-0.112,592.2,46.4,-46.4,2.36,0.13,-0.24,1014,249.92,70.17,-72.49,14.9,4748,172,-153,4.526,0.071,-0.038,0.797,0.043,-0.08,301.4693,44.159649,15.72
"1086","CONFIRMED",5.93919041,3.061e-05,-3.061e-05,353.75537,0.00367,-0.00367,0.107,0.337,-0.107,2.285,0.115,-0.115,424.5,29.1,-29.1,3.7,0.61,-0.84,1357,801.92,344.85,-346.87,15.9,6068,82,-82,4.04,0.182,-0.112,1.797,0.295,-0.406,297.58313,41.952431,15.767
"1090","CONFIRMED",4.16787814,1.073e-05,-1.073e-05,135.28334,0.00206,-0.00206,0.168,0.271,-0.168,2.2136,0.0649,-0.0649,168.1,5.9,-5.9,1.07,0.1,-0.04,962,202.48,51.07,-27.58,32.9,5251,73,-84,4.541,0.028,-0.083,0.847,0.075,-0.034,291.74838,39.44688,13.293
"1093","FALSE POSITIVE",20.55848388,4.573e-05,-4.573e-05,133.00401,0.00189,-0.00189,1.334,70.53,-3.741,1.449,0.106,-0.106,677.3,40,-40,36.9,4.89,-2.09,624,35.76,12.61,-5.79,20.8,5578,75,-83,4.484,0.04,-0.112,0.936,0.124,-0.053,291.41833,42.579819,14.792
"1106","CONFIRMED",11.30507984,6.931e-05,-6.931e-05,138.13638,0.00509,-0.00509,0.195,0.264,-0.195,3.989,0.157,-0.157,278.4,16.4,-16.4,1.4,0.39,-0.13,744,72.67,58.79,-20.24,19.5,5705,152,-186,4.556,0.034,-0.195,0.844,0.233,-0.078,290.25964,45.388409,15.152
"1111","FALSE POSITIVE",12.681733929,6.762e-06,-6.762e-06,132.682519,0.000434,-0.000434,0.929,0.41,-0.028,1.6866,0.0283,-0.0283,5879.1,72.5,-72.5,7.25,0.67,-0.75,601,30.84,10.18,-8.61,102.8,4976,136,-136,4.577,0.071,-0.044,0.701,0.065,-0.072,286.0528,50.256592,15.303
"1116","FALSE POSITIVE",0.839961456,1.37e-06,-1.37e-06,178.354,0.00134,-0.00134,0.548,0.363,-0.335,1.3008,0.0456,-0.0456,492.9,17.4,-17.4,1.63,0.19,-0.1,1455,1066.37,411.01,-245.04,35.1,4932,134,-149,4.618,0.025,-0.065,0.718,0.083,-0.048,295.08423,50.114609,15.929
"1121","FALSE POSITIVE",3.479425638,2.848e-06,-2.848e-06,136.797172,0.00067,-0.00067,0.612,0.066,-0.135,3.4479,0.0884,-0.0884,19550,206,-206,12.86,3.63,-1.22,1166,435.85,360.82,-119.01,123.3,5907,158,-175,4.519,0.062,-0.188,0.878,0.248,-0.083,295.6713,40.59906,14.041
"1124","CONFIRMED",24.81097206,1.931e-05,-1.931e-05,156.506971,0.000615,-0.000615,0.039,0.35,-0.039,3.2245,0.0297,-0.0297,2090.8,18.5,-18.5,4.22,1.32,-0.44,631,37.43,35.14,-11.15,123.9,6086,182,-200,4.511,0.052,-0.221,0.921,0.288,-0.096,296.84616,40.138611,14.373
"1125","CONFIRMED",7.136922,1.632e-05,-1.632e-05,131.75317,0.00185,-0.00185,0.072,0.321,-0.072,2.8005,0.0496,-0.0496,221.6,10.6,-10.6,1.38,0.43,-0.15,956,197.05,184.99,-58.72,23.7,6086,182,-200,4.511,0.052,-0.221,0.921,0.288,-0.096,296.84616,40.138611,14.373
"1129","CONFIRMED",3.72020708,1.761e-05,-1.761e-05,133.41684,0.00371,-0.00371,0.341,0.104,-0.341,1.892,0.118,-0.118,156.9,12.2,-12.2,0.99,0.09,-0.11,954,195.7,69.88,-57.88,15,5017,151,-151,4.516,0.088,-0.088,0.797,0.078,-0.086,298.46579,48.55941,14.293
"1134","FALSE POSITIVE",15.13590453,6.155e-05,-6.155e-05,146.58371,0.00346,-0.00346,0.46,0.025,-0.442,2.236,0.102,-0.102,255.7,15.3,-15.3,2.57,0.74,-0.75,933,179.16,159.28,-102.35,19.8,6050,190,-232,4.137,0.252,-0.168,1.572,0.459,-0.459,299.95721,44.771889,13.964
"1142","CONFIRMED",5.83393857,2.241e-05,-2.241e-05,132.63426,0.00304,-0.00304,0.398,0.045,-0.398,4.5813,0.0845,-0.0845,134.4,8.1,-8.1,1.98,0.18,-0.14,1285,642.83,178.64,-128.56,17.6,5597,112,-101,3.963,0.054,-0.045,1.699,0.147,-0.123,297.91687,46.96513,14.6
"1148","CONFIRMED",38.3262237,0.000273,-0.000273,142.08401,0.00519,-0.00519,0.963,0.001,-0.698,3.073,0.123,-0.123,392.1,30.2,-30.2,2.43,0.15,-0.24,480,12.56,2.47,-2.92,15,5229,78,-78,4.441,0.105,-0.042,0.903,0.056,-0.088,284.13263,48.825119,14.31
"1149","CONFIRMED",4.04355245,1.255e-05,-1.255e-05,131.62995,0.00265,-0.00265,0.984,0.049,-0.705,1.965,0.16,-0.16,416.2,22,-22,1.75,0.14,-0.09,613,33.34,8.66,-5.82,21.2,3871,77,-84,4.744,0.021,-0.053,0.532,0.042,-0.027,284.13287,49.142609,14.963
"1150","CONFIRMED",5.59728249,1.412e-05,-1.412e-05,131.86708,0.00231,-0.00231,0.473,0.416,-0.269,1.795,0.0621,-0.0621,1407.3,54.2,-54.2,3.28,0.69,-0.3,930,176.53,116.59,-50.07,30.8,5610,177,-197,4.551,0.038,-0.142,0.858,0.181,-0.078,295.43436,42.166321,15.969
"1153","FALSE POSITIVE",10.12742274,2.855e-05,-2.855e-05,135.26504,0.00245,-0.00245,0.696,0.025,-0.51,1.2762,0.0808,-0.0808,933.5,57.8,-57.8,3.8,1.13,-0.48,969,208.77,178.16,-72.89,19.5,6392,157,-246,4.399,0.065,-0.195,1.162,0.345,-0.148,294.14682,39.12706,15.623
"1159","CONFIRMED",21.06075303,5.702e-05,-5.702e-05,143.59983,0.00227,-0.00227,0.176,0.25,-0.176,5.2472,0.0663,-0.0663,301.2,6.3,-6.3,1.78,0.26,-0.21,669,47.39,19.64,-13.04,54.4,5706,114,-103,4.382,0.099,-0.11,1.034,0.148,-0.121,298.17722,42.237041,13.182
"1170","CONFIRMED",51.3901452,0.0006219,-0.0006219,145.3192,0.01,-0.01,0.946,0.002,-0.654,5.995,0.213,-0.213,494,37.6,-37.6,3.62,0.63,-0.45,570,24.98,11.29,-7.01,15.4,6074,81,-90,4.284,0.103,-0.126,1.292,0.224,-0.163,293.62592,39.50631,15.03
"1182","FALSE POSITIVE",29.5422566,0.0002958,-0.0002958,137.57837,0.00871,-0.00871,0.959,0.011,-0.008,13.902,0.522,-0.522,879.9,33.1,-33.1,3.15,0.73,-0.25,515,16.56,11.85,-3.95,39.5,5510,166,-149,4.572,0.038,-0.152,0.803,0.188,-0.063,282.43918,43.734482,15.481
"1184","CONFIRMED",186.4361811,0.000489,-0.000489,146.91825,0.00207,-0.00207,0.921,0.024,-0.014,5.774,0.157,-0.157,4347,114,-114,11.32,1.8,-3.35,353,3.66,1.55,-1.93,66.5,5393,80,-64,4.132,0.28,-0.12,1.37,0.218,-0.405,290.12857,40.021832,15.402
"1188","CONFIRMED",29.5390897,0.000198,-0.000198,143.91607,0.00497,-0.00497,0.213,0.224,-0.213,4.139,0.151,-0.151,403.3,25.1,-25.1,2.51,0.79,-0.28,714,61.49,55.58,-20.02,18.8,6572,160,-251,4.365,0.065,-0.208,1.238,0.39,-0.139,290.49316,39.785519,15.111
"1189","FALSE POSITIVE",35.6364022,0.0003715,-0.0003715,164.17496,0.00799,-0.00799,0.654,0.059,-0.477,4.888,0.301,-0.301,452.6,34.3,-34.3,1.99,0.48,-0.17,537,19.62,14.12,-5.14,15.7,5926,160,-178,4.532,0.042,-0.168,0.887,0.216,-0.077,290.24103,39.96801,15.614
"1191","CONFIRMED",8.98128472,2.068e-05,-2.068e-05,354.83042,0.00156,-0.00156,0.294,0.093,-0.294,5.0397,0.0736,-0.0736,4924,76.7,-76.7,7.19,1.95,-0.78,898,153.36,127.32,-49.13,76.6,5977,187,-229,4.473,0.048,-0.192,1.022,0.278,-0.111,296.57153,50.677849,15.703
"1196","CONFIRMED",192.667139,0.001017,-0.001017,162.87962,0.0042,-0.0042,0.911,0.018,-0.625,5.443,0.168,-0.168,1148.3,49.5,-49.5,3.64,0.37,-0.27,283,1.52,0.47,-0.32,26,5401,107,-107,4.487,0.065,-0.071,0.878,0.088,-0.066,296.6713,43.49839,14.879
"1210","FALSE POSITIVE",14.62399621,3.962e-05,-3.962e-05,144.45527,0.00225,-0.00225,1.209,68.34,-0.056,2.193,0.134,-0.134,1082,53.7,-53.7,21.92,5.02,-2.02,681,50.91,34.67,-13.74,25,5753,155,-172,4.57,0.038,-0.152,0.815,0.187,-0.075,291.33719,40.558201,15.789
"1214","CONFIRMED",281.5628889,0.0003835,-0.0003835,357.996571,0.000737,-0.000737,0,0.107,0,8.853,0.0286,-0.0286,21012,102,-102,10.83,0.37,-0.7,214,0.49,0.07,-0.09,237.1,4810,76,-76,4.536,0.064,-0.016,0.776,0.027,-0.05,284.84988,46.13895,15.962
"1227","CONFIRMED",2.418406841,2.472e-06,-2.472e-06,132.505587,0.000864,-0.000864,0.018,0.439,-0.018,2.0744,0.0311,-0.0311,665.4,10.9,-10.9,2.25,0.23,-0.17,1226,535.84,167.62,-113.31,69.1,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,295.28723,41.221958,14.991
"1230","CONFIRMED",6.93910337,3.06e-05,-3.06e-05,138.33927,0.00349,-0.00349,0.966,0.043,-0.731,2.977,0.133,-0.133,614.7,28.6,-28.6,1.41,0.16,-0.19,445,9.28,3.07,-2.96,22.9,3638,72,-87,4.844,0.049,-0.055,0.42,0.046,-0.056,291.285,40.730049,15.855
"1235","CONFIRMED",15.43400996,3.693e-05,-3.693e-05,363.29494,0.00159,-0.00159,0.707,0.005,-0.52,4.2572,0.0764,-0.0764,1785.9,34.9,-34.9,4.3,1.27,-0.43,721,63.79,55.86,-19.48,59.7,5900,164,-226,4.509,0.037,-0.213,0.951,0.282,-0.094,297.35233,46.09594,15.703
"1240","CONFIRMED",10.19154678,7.812e-05,-7.812e-05,136.69755,0.00647,-0.00647,0.659,0.274,-0.437,6.165,0.143,-0.143,61.3,2.5,-2.5,1.39,0.09,-0.05,1144,404.17,77,-47.2,27.6,6212,80,-74,4.049,0.013,-0.015,1.684,0.107,-0.063,281.46173,46.789894,11.74
"1242","FALSE POSITIVE",2.819453322,1.83e-06,-1.83e-06,133.870141,0.00054,-0.00054,0.532,0.021,-0.027,4.4127,0.0411,-0.0411,71867,443,-443,29.8,8.46,-5.63,1357,803.4,669.34,-329.56,202,5767,155,-155,4.33,0.18,-0.18,1.074,0.305,-0.203,284.664,43.98502,14.569
"1243","CONFIRMED",12.89006728,6.012e-05,-6.012e-05,201.22989,0.00325,-0.00325,0.082,0.36,-0.082,3.555,0.117,-0.117,602.5,27.1,-27.1,1.93,0.06,-0.14,620,34.99,4.8,-6.92,23.6,4915,78,-88,4.512,0.072,-0.022,0.812,0.027,-0.058,294.36487,40.720879,15.674
"1245","CONFIRMED",2.35574505,1.021e-05,-1.021e-05,177.88824,0.00323,-0.00323,0.5,0.023,-0.458,1.796,0.115,-0.115,266.9,18,-18,1.34,0.04,-0.1,1093,338.4,46.37,-66.96,17,4915,78,-88,4.512,0.072,-0.022,0.812,0.027,-0.058,294.36487,40.720879,15.674
"1246","CONFIRMED",4.74666128,2.779e-05,-2.779e-05,134.63784,0.00478,-0.00478,0.441,0.047,-0.414,2.093,0.156,-0.156,256.8,23.3,-23.3,1.3,0.04,-0.09,865,132.4,18.14,-26.2,12.5,4915,78,-88,4.512,0.072,-0.022,0.812,0.027,-0.058,294.36487,40.720879,15.674
"1247","FALSE POSITIVE",19.65639342,6.986e-05,-6.986e-05,140.29937,0.00266,-0.00266,0.955,0.004,-0.664,3.226,0.215,-0.215,843.2,37.3,-37.3,2.83,0.43,-0.22,549,21.5,10.59,-5.23,25.5,5288,159,-143,4.613,0.036,-0.09,0.74,0.112,-0.06,297.73984,46.94191,15.372
"1249","CONFIRMED",70.468171,0.000268,-0.000268,189.15822,0.00345,-0.00345,0.031,0.433,-0.031,6.653,0.12,-0.12,922.4,23.9,-23.9,3.46,1.11,-0.37,511,16.17,14.92,-4.98,45,6461,158,-225,4.396,0.067,-0.202,1.131,0.363,-0.121,293.87988,41.393822,14.811
"1255","FALSE POSITIVE",23.02028478,2.765e-05,-2.765e-05,357.786124,0.000837,-0.000837,0.794,0.007,-0.42,3.544,0.131,-0.131,5077.8,62.7,-62.7,7.58,2.11,-0.71,604,31.4,26.25,-9.06,97.2,5613,166,-200,4.496,0.048,-0.192,0.956,0.266,-0.089,280.36023,43.12368,15.573
